student_id,cohort_year,program,semester,attendance_rate,assignment_score,quiz_average,midterm_score,final_exam_score,lms_logins,study_hours_per_week,internet_access,part_time_work_hours,commute_minutes,ai_tool_usage_frequency,previous_gpa,final_grade,passed,submission_delay_days,missing_reason_flag
S101071,2023,Public Health,1,89.16,75.39,86.67,100.0,100.0,62,14.27,stable,8.49,62.49,rarely,3.32,95.13,1,3.0,none
S101072,2022,Computer Science,1,94.69,76.4,73.7,100.0,100.0,34,10.5,stable,24.27,25.12,often,2.49,85.64,1,1.0,none
S101073,2024,Computer Science,6,96.83,88.93,69.98,100.0,100.0,41,5.98,stable,6.32,11.16,often,3.21,91.17,1,0.0,self_report_missing
S101074,2024,Public Health,4,79.07,96.43,66.47,100.0,94.74,59,10.33,limited,15.92,39.5,rarely,3.17,85.48,1,0.0,none
S101075,2022,Public Health,7,72.11,79.24,69.66,100.0,87.31,47,11.43,stable,17.58,54.37,very_often,2.88,85.48,1,1.0,none
S101076,2023,Psychology,6,82.93,86.53,73.97,99.23,94.39,63,15.01,stable,6.35,41.5,never,3.18,87.88,1,0.0,none
S101077,2022,Economics,2,96.2,100.0,84.93,100.0,100.0,43,12.84,stable,4.8,33.25,sometimes,3.05,89.57,1,0.0,self_report_missing
S101078,2023,Economics,1,80.47,89.7,74.81,100.0,100.0,65,13.77,stable,15.19,8.93,rarely,3.22,92.43,1,1.0,none
S101079,2022,Psychology,3,56.83,61.69,63.53,93.66,80.71,31,10.32,limited,14.02,33.95,often,2.4,67.42,1,2.0,none
S101080,2022,Psychology,8,79.18,89.31,72.68,99.9,100.0,73,17.31,stable,0.13,57.2,never,3.28,89.45,1,2.0,none
S101081,2024,Education,1,82.95,96.86,79.76,100.0,100.0,51,14.67,stable,2.1,12.79,rarely,3.46,94.2,1,1.0,none
S101082,2024,Computer Science,2,64.88,74.02,77.16,100.0,95.82,64,6.66,stable,0.0,30.59,sometimes,3.14,82.64,1,1.0,none
S101083,2024,Computer Science,1,86.28,94.12,79.57,100.0,100.0,50,17.12,stable,14.17,28.03,very_often,3.27,100.0,1,4.0,none
S101084,2024,Computer Science,4,87.33,79.57,74.36,100.0,100.0,80,16.86,stable,8.17,22.44,rarely,2.95,93.35,1,2.0,none
S101085,2023,Psychology,8,99.36,84.95,77.66,100.0,100.0,46,13.39,limited,8.86,39.46,sometimes,3.4,96.66,1,1.0,system_issue
S101086,2023,Education,6,68.56,78.61,71.3,100.0,98.13,34,13.26,stable,0.0,42.98,sometimes,3.03,84.93,1,0.0,none
S101087,2023,Economics,4,85.92,87.24,85.15,100.0,100.0,61,19.28,stable,2.31,42.79,often,2.48,92.79,1,1.0,none
S101088,2022,Economics,2,94.66,83.79,67.86,100.0,100.0,62,4.12,stable,6.65,17.42,sometimes,3.37,92.26,1,1.0,none
S101089,2022,Public Health,3,80.56,87.17,70.52,100.0,100.0,67,17.16,limited,5.29,5.37,sometimes,2.26,87.14,1,1.0,none
S101090,2022,Public Health,5,72.54,95.02,59.28,100.0,100.0,63,8.99,stable,10.82,39.72,very_often,3.13,88.94,1,0.0,none
S101091,2023,Public Health,3,70.73,76.77,68.86,83.2,96.84,65,15.8,stable,14.08,25.89,sometimes,2.83,79.48,1,3.0,none
S101092,2022,Public Health,6,80.42,77.14,73.59,98.61,90.68,43,10.47,stable,25.89,68.09,sometimes,2.8,86.18,1,2.0,self_report_missing
S101093,2022,Public Health,8,81.99,70.89,60.96,100.0,100.0,57,5.62,stable,9.86,68.92,often,3.08,82.46,1,3.0,none
S101094,2023,Economics,2,69.54,79.17,63.37,94.15,92.54,50,8.34,unstable,17.81,70.83,sometimes,2.68,79.11,1,2.0,none
S101095,2022,Education,3,97.05,99.11,85.12,100.0,100.0,52,16.26,stable,4.19,18.08,sometimes,3.23,94.81,1,3.0,none
S101096,2022,Education,2,77.76,78.05,73.98,100.0,98.94,55,11.05,stable,0.0,45.25,sometimes,3.03,83.79,1,2.0,none
S101097,2024,Psychology,6,60.78,84.45,66.69,91.78,91.68,48,8.6,stable,7.53,50.68,often,2.72,71.07,1,1.0,self_report_missing
S101098,2024,Psychology,4,82.85,81.65,71.44,97.07,100.0,67,9.17,stable,0.0,48.65,very_often,3.6,91.53,1,1.0,self_report_missing
S101099,2021,Education,3,87.66,94.75,80.11,100.0,100.0,51,14.08,stable,10.1,28.62,sometimes,3.09,95.7,1,1.0,none
S101100,2021,Public Health,2,86.21,100.0,77.69,100.0,100.0,55,19.51,stable,4.54,58.02,sometimes,3.28,98.18,1,3.0,none
S101101,2022,Education,1,89.21,72.31,82.04,100.0,100.0,38,2.37,stable,0.0,35.01,sometimes,3.64,88.61,1,1.0,none
S101102,2023,Public Health,4,97.17,100.0,73.43,100.0,100.0,86,22.83,limited,22.15,37.31,never,3.63,99.18,1,2.0,none
S101103,2024,Computer Science,6,70.11,63.23,71.3,100.0,98.02,46,12.42,limited,6.24,7.32,rarely,3.26,82.23,1,4.0,self_report_missing
S101104,2021,Computer Science,2,76.5,89.15,73.86,100.0,100.0,70,14.61,stable,0.0,46.61,rarely,2.86,90.21,1,1.0,none
S101105,2023,Computer Science,1,90.33,72.14,79.76,100.0,94.43,41,8.73,unstable,16.29,30.31,rarely,2.36,82.09,1,0.0,self_report_missing
S101106,2021,Psychology,4,59.08,77.64,68.87,98.8,93.92,57,11.59,unstable,4.9,43.37,often,3.09,79.99,1,4.0,system_issue
S101107,2022,Computer Science,6,84.28,93.67,80.27,100.0,100.0,57,11.46,stable,17.63,39.23,rarely,3.49,90.03,1,0.0,none
S101108,2024,Education,3,95.15,90.02,79.89,100.0,100.0,64,6.89,stable,4.87,38.26,rarely,3.16,91.96,1,1.0,none
S101109,2021,Public Health,3,85.22,71.27,70.28,100.0,89.95,63,7.88,stable,6.21,34.18,sometimes,1.5,75.97,1,3.0,none
S101110,2021,Psychology,2,90.4,89.75,79.75,100.0,100.0,60,16.34,stable,12.41,49.16,rarely,3.39,94.85,1,5.0,none
S101111,2022,Psychology,6,91.56,77.58,66.94,100.0,100.0,42,3.88,stable,14.15,31.42,rarely,3.42,84.64,1,2.0,none
S101112,2023,Computer Science,7,71.91,80.43,59.7,82.42,73.5,72,12.75,stable,15.38,8.81,rarely,2.86,71.83,1,1.0,none
S101113,2024,Computer Science,7,94.52,82.87,85.35,100.0,100.0,46,9.58,unstable,9.37,45.24,rarely,3.44,95.31,1,0.0,none
S101114,2024,Economics,5,72.34,77.49,72.82,100.0,100.0,23,6.58,stable,13.7,20.44,sometimes,3.28,90.81,1,0.0,none
S101115,2021,Computer Science,6,66.28,80.17,69.45,97.39,86.15,39,19.66,limited,15.22,11.16,often,2.69,76.42,1,4.0,none
S101116,2021,Education,4,90.12,79.15,74.91,100.0,100.0,32,6.79,stable,11.4,16.6,often,3.57,93.45,1,2.0,none
S101117,2023,Computer Science,1,73.48,58.98,65.84,100.0,82.98,54,6.19,stable,9.0,40.1,often,2.43,71.77,1,2.0,none
S101118,2022,Psychology,3,80.53,74.75,75.0,100.0,96.9,77,11.16,limited,0.0,33.26,sometimes,2.97,84.29,1,1.0,none
S101119,2024,Psychology,6,87.38,59.75,76.71,100.0,100.0,28,7.41,stable,14.19,0.0,very_often,2.93,81.7,1,2.0,none
S101120,2023,Education,6,97.88,81.51,68.23,100.0,100.0,46,11.21,stable,10.3,28.09,sometimes,2.63,84.84,1,2.0,none
S101121,2021,Psychology,8,86.32,86.17,64.71,96.69,100.0,56,12.13,stable,7.1,56.05,sometimes,3.14,86.74,1,3.0,none
S101122,2024,Psychology,8,79.73,72.64,72.01,100.0,100.0,70,11.54,stable,18.94,26.88,sometimes,3.59,91.39,1,0.0,none
S101123,2021,Economics,2,92.3,92.14,72.44,100.0,100.0,46,11.44,stable,0.01,32.02,sometimes,3.56,92.47,1,1.0,none
S101124,2022,Education,1,74.9,77.27,62.81,100.0,90.03,55,7.12,stable,21.51,53.77,sometimes,3.33,80.49,1,2.0,none
S101125,2023,Education,3,86.0,70.63,81.74,100.0,99.05,54,14.11,stable,9.84,49.32,rarely,2.24,84.33,1,4.0,none
S101126,2023,Economics,8,78.31,73.9,52.08,100.0,98.13,81,10.52,stable,12.22,53.39,often,2.4,78.33,1,1.0,none
S101127,2023,Education,7,87.95,89.44,78.87,100.0,100.0,54,9.19,stable,7.23,0.0,never,3.07,91.87,1,1.0,none
S101128,2023,Computer Science,1,62.84,81.15,78.41,92.54,100.0,62,18.66,stable,0.0,66.2,often,2.98,84.47,1,0.0,none
S101129,2024,Public Health,2,57.71,74.44,71.8,84.32,95.8,51,10.73,stable,9.02,46.46,often,2.78,73.48,1,1.0,none
S101130,2024,Economics,5,70.33,91.55,81.86,97.96,100.0,52,15.93,stable,12.34,79.31,sometimes,3.86,90.72,1,3.0,self_report_missing
S101131,2023,Public Health,6,100.0,90.42,91.79,100.0,100.0,70,16.34,stable,14.73,20.92,never,3.05,99.61,1,0.0,none
S101132,2021,Education,8,69.85,95.38,87.94,100.0,100.0,45,17.11,limited,8.61,3.26,sometimes,3.24,92.17,1,0.0,none
S101133,2023,Education,7,92.03,97.37,80.6,100.0,100.0,36,15.11,stable,0.0,35.13,sometimes,3.44,98.51,1,0.0,none
S101134,2024,Computer Science,2,75.98,80.96,76.12,97.65,91.12,52,12.0,stable,0.0,30.04,very_often,3.02,88.56,1,1.0,none
S101135,2022,Computer Science,1,85.15,100.0,91.36,100.0,100.0,61,9.76,stable,24.36,46.77,often,4.0,100.0,1,3.0,none
S101136,2022,Computer Science,6,74.75,82.0,62.36,92.27,100.0,46,10.71,unstable,2.35,54.35,often,2.58,76.95,1,2.0,none
S101137,2022,Education,5,96.91,62.15,69.5,100.0,95.07,47,0.65,stable,19.99,33.43,sometimes,2.73,82.83,1,2.0,system_issue
S101138,2021,Computer Science,8,85.52,83.67,69.36,100.0,99.3,44,14.96,stable,3.46,30.67,often,2.58,89.13,1,0.0,self_report_missing
S101139,2023,Psychology,5,89.72,100.0,85.97,100.0,100.0,67,12.4,stable,8.72,44.41,often,3.7,100.0,1,4.0,none
S101140,2022,Psychology,5,97.37,86.88,70.09,100.0,100.0,65,14.56,stable,14.38,30.39,never,3.36,93.61,1,2.0,system_issue
S101141,2023,Education,3,74.5,80.54,80.01,100.0,100.0,53,11.13,stable,4.26,28.88,rarely,2.76,81.39,1,0.0,none
S101142,2024,Public Health,1,89.61,90.6,78.16,100.0,98.39,58,13.3,stable,21.15,53.67,never,2.61,87.98,1,2.0,none
S101143,2024,Education,8,93.85,88.43,83.75,100.0,99.99,34,4.96,stable,10.53,57.68,sometimes,3.62,96.75,1,1.0,self_report_missing
S101144,2022,Computer Science,7,91.1,85.64,58.93,100.0,100.0,34,5.68,stable,13.23,54.51,often,3.16,84.38,1,1.0,none
S101145,2022,Computer Science,2,84.43,81.17,67.23,100.0,100.0,42,0.21,stable,8.13,31.97,sometimes,3.63,92.71,1,1.0,none
S101146,2023,Computer Science,6,75.46,80.12,81.97,100.0,94.03,57,10.23,limited,14.61,0.0,sometimes,2.97,86.16,1,1.0,self_report_missing
S101147,2024,Computer Science,3,74.84,68.57,70.47,100.0,100.0,55,6.84,stable,21.05,32.33,very_often,3.23,78.45,1,5.0,none
S101148,2022,Public Health,4,71.85,79.54,58.17,100.0,96.8,45,7.21,unstable,9.08,21.36,rarely,3.14,81.17,1,1.0,none
S101149,2024,Education,7,67.78,75.03,69.51,89.04,95.54,61,11.74,limited,22.11,32.66,never,2.72,77.78,1,1.0,none
S101150,2021,Education,7,82.32,79.23,77.75,100.0,100.0,68,9.63,limited,5.72,22.92,very_often,2.94,87.53,1,0.0,self_report_missing
S101151,2024,Economics,2,73.08,77.65,67.54,100.0,95.99,45,4.32,limited,15.35,34.63,very_often,2.47,85.11,1,1.0,none
S101152,2021,Psychology,3,88.47,97.88,82.46,100.0,100.0,67,22.38,stable,13.42,16.29,often,3.22,97.15,1,0.0,none
S101153,2021,Education,7,89.94,95.15,87.49,100.0,100.0,52,11.63,stable,2.52,11.95,rarely,3.34,92.49,1,4.0,none
S101154,2023,Education,8,73.2,80.23,67.71,100.0,97.8,47,6.21,stable,11.5,57.01,very_often,3.45,82.29,1,1.0,self_report_missing
S101155,2021,Psychology,1,73.67,78.87,76.37,100.0,100.0,52,8.18,stable,10.05,17.55,often,3.3,87.06,1,1.0,none
S101156,2021,Education,7,79.41,70.66,73.76,100.0,97.27,71,10.9,stable,4.03,35.01,often,2.94,84.6,1,1.0,none
S101157,2021,Education,4,77.76,99.11,77.09,93.82,100.0,62,10.21,stable,12.51,52.18,rarely,3.7,96.91,1,1.0,none
S101158,2022,Public Health,5,74.96,91.84,75.54,100.0,100.0,67,16.98,stable,11.02,51.46,sometimes,3.4,96.49,1,0.0,none
S101159,2023,Psychology,1,98.65,79.97,81.63,100.0,100.0,50,10.88,unstable,9.49,49.31,often,3.62,100.0,1,0.0,none
S101160,2021,Public Health,6,70.4,100.0,80.36,100.0,100.0,50,19.59,stable,9.52,40.45,often,3.65,93.08,1,0.0,none
S101161,2023,Public Health,6,100.0,84.08,76.15,100.0,98.4,58,9.3,stable,9.37,48.03,sometimes,2.94,94.37,1,2.0,none
S101162,2024,Education,6,84.95,83.25,82.67,100.0,100.0,69,13.32,stable,7.43,59.72,sometimes,3.17,92.64,1,0.0,none
S101163,2021,Computer Science,7,93.68,97.3,79.0,100.0,100.0,77,15.72,stable,10.98,42.65,often,3.35,92.96,1,3.0,none
S101164,2021,Economics,8,85.5,70.94,84.96,100.0,100.0,32,16.94,limited,5.49,1.93,sometimes,2.48,80.04,1,1.0,none
S101165,2024,Computer Science,7,85.56,76.99,69.36,100.0,100.0,85,15.62,stable,28.6,25.49,sometimes,2.49,84.72,1,4.0,none
S101166,2024,Education,6,94.63,79.66,79.53,100.0,98.5,59,10.77,stable,0.13,47.53,rarely,2.42,83.14,1,1.0,none
S101167,2023,Education,8,71.4,85.17,77.52,100.0,95.91,62,11.5,stable,5.91,23.71,rarely,2.95,83.85,1,1.0,none
S101168,2024,Education,6,78.36,82.34,67.63,89.86,99.67,24,0.33,stable,6.46,64.16,often,2.85,81.49,1,1.0,none
S101169,2021,Economics,6,69.68,68.37,64.86,100.0,94.08,48,9.18,stable,24.28,33.86,never,2.35,77.38,1,3.0,none
S101170,2022,Public Health,5,61.92,86.97,66.44,100.0,94.96,65,16.85,unstable,0.76,36.53,never,3.07,87.31,1,1.0,none
S101171,2023,Computer Science,7,74.33,100.0,69.83,89.45,100.0,43,15.0,stable,12.98,55.25,very_often,2.96,87.66,1,1.0,none
S101172,2022,Computer Science,1,100.0,93.02,85.13,100.0,100.0,23,10.67,stable,11.74,31.71,often,3.53,96.83,1,0.0,none
S101173,2023,Public Health,5,85.61,100.0,85.94,100.0,100.0,64,18.66,stable,12.34,38.17,never,3.91,93.2,1,0.0,none
S101174,2023,Computer Science,4,100.0,79.68,88.31,100.0,100.0,52,8.78,stable,18.65,51.18,sometimes,3.21,95.83,1,1.0,none
S101175,2023,Education,8,98.62,93.89,71.55,100.0,100.0,67,7.3,unstable,18.51,8.5,often,2.69,91.8,1,0.0,none
S101176,2022,Public Health,1,100.0,84.13,78.24,100.0,100.0,52,9.35,limited,6.84,29.86,sometimes,3.29,92.4,1,1.0,none
S101177,2022,Psychology,6,100.0,80.49,65.4,100.0,100.0,49,6.04,stable,11.36,49.92,sometimes,3.0,93.0,1,4.0,none
S101178,2022,Education,2,100.0,92.66,85.04,100.0,100.0,66,14.8,stable,0.0,36.18,sometimes,2.89,91.58,1,1.0,none
S101179,2022,Economics,8,81.87,81.82,75.55,100.0,85.93,66,12.44,stable,10.69,61.41,rarely,2.61,81.25,1,1.0,none
S101180,2023,Public Health,7,84.25,82.94,81.64,100.0,100.0,49,14.39,stable,4.44,6.63,often,2.79,88.33,1,1.0,none
S101181,2021,Psychology,2,85.78,81.81,81.05,100.0,100.0,62,9.44,stable,8.7,4.58,rarely,2.92,87.94,1,2.0,none
S101182,2021,Economics,7,80.14,97.79,82.33,100.0,100.0,48,11.74,limited,0.0,48.85,sometimes,3.36,96.22,1,0.0,none
S101183,2021,Education,4,84.27,88.21,77.52,100.0,100.0,45,1.17,stable,12.83,50.58,rarely,3.23,93.07,1,1.0,none
S101184,2021,Education,8,94.64,96.08,90.08,100.0,100.0,64,13.69,stable,0.0,31.52,never,3.82,100.0,1,0.0,none
S101185,2024,Education,6,75.4,80.16,80.18,99.42,98.61,62,11.56,limited,11.04,42.21,rarely,3.3,90.24,1,2.0,none
S101186,2022,Computer Science,1,65.35,66.8,55.71,90.46,88.71,51,6.93,limited,1.41,48.41,often,3.19,74.7,1,4.0,none
S101187,2024,Public Health,2,85.46,97.87,66.44,100.0,85.69,42,11.2,stable,4.05,20.35,rarely,2.86,86.02,1,2.0,none
S101188,2021,Education,4,72.84,76.77,57.97,100.0,87.46,30,9.39,stable,18.08,22.28,rarely,2.53,78.71,1,0.0,none
S101189,2023,Psychology,2,74.47,95.18,82.59,100.0,100.0,57,18.81,stable,14.12,38.42,rarely,2.74,89.36,1,0.0,none
S101190,2022,Education,2,74.55,73.09,61.25,100.0,93.75,58,5.78,limited,18.04,51.27,often,2.69,79.72,1,4.0,none
S101191,2022,Education,8,72.28,82.67,58.01,96.32,81.1,58,11.82,stable,20.92,14.01,sometimes,1.85,74.51,1,3.0,none
S101192,2024,Economics,7,90.57,75.44,70.95,100.0,94.85,53,6.72,stable,4.59,31.44,very_often,2.55,84.68,1,1.0,none
S101193,2024,Computer Science,4,84.88,79.33,70.45,100.0,100.0,50,7.85,stable,20.49,30.6,often,3.72,91.94,1,1.0,none
S101194,2024,Computer Science,2,94.33,100.0,82.91,100.0,100.0,60,13.25,stable,0.0,42.52,sometimes,3.17,94.36,1,0.0,none
S101195,2021,Psychology,2,83.09,85.94,57.57,90.58,100.0,41,9.83,stable,15.22,34.84,often,2.83,87.55,1,1.0,none
S101196,2022,Economics,8,79.14,87.93,66.66,97.17,100.0,62,11.45,limited,6.55,25.17,never,3.18,84.6,1,0.0,none
S101197,2023,Education,3,77.41,83.79,68.19,100.0,100.0,64,13.22,stable,3.49,57.47,very_often,2.12,83.57,1,3.0,none
S101198,2022,Education,1,70.29,76.27,61.73,100.0,95.13,46,8.63,stable,14.3,25.29,very_often,3.13,80.65,1,5.0,none
S101199,2023,Public Health,4,85.59,100.0,90.69,100.0,100.0,62,14.65,unstable,16.61,29.74,rarely,3.57,100.0,1,2.0,self_report_missing
S101200,2023,Computer Science,4,91.4,85.88,75.96,96.29,100.0,34,9.31,stable,16.41,6.35,sometimes,2.95,92.66,1,0.0,none
S101201,2023,Public Health,5,87.7,83.09,77.18,100.0,94.96,55,10.64,stable,11.5,22.15,rarely,2.2,84.86,1,1.0,none
S101202,2024,Public Health,3,67.02,82.26,71.5,99.31,100.0,52,12.75,stable,10.92,44.29,sometimes,2.81,88.62,1,1.0,none
S101203,2023,Computer Science,8,70.07,83.19,75.5,100.0,100.0,67,11.93,stable,13.69,40.77,often,3.58,88.82,1,1.0,self_report_missing
S101204,2021,Public Health,6,76.92,81.96,68.0,100.0,87.2,53,13.93,stable,12.13,45.79,very_often,3.12,86.53,1,3.0,none
S101205,2021,Psychology,8,91.65,78.35,79.05,100.0,92.69,65,12.32,stable,13.79,44.92,sometimes,2.36,82.99,1,2.0,none
S101206,2023,Education,3,88.69,97.94,88.29,100.0,100.0,51,13.2,stable,11.43,72.58,often,4.0,100.0,1,0.0,none
S101207,2022,Education,6,71.47,69.55,80.15,100.0,91.7,25,9.26,stable,15.9,21.54,often,2.44,77.15,1,2.0,self_report_missing
S101208,2022,Education,3,68.07,77.71,72.94,100.0,85.5,46,7.19,stable,0.0,5.85,rarely,2.89,80.8,1,0.0,none
S101209,2022,Education,6,69.69,65.32,60.81,95.85,91.33,48,4.85,limited,9.08,16.09,sometimes,2.53,74.64,1,6.0,none
S101210,2023,Psychology,6,72.26,70.44,66.2,84.61,74.69,48,4.46,stable,0.31,22.33,often,2.53,74.08,1,1.0,none
S101211,2024,Computer Science,3,87.41,91.66,81.04,100.0,100.0,63,18.98,limited,11.94,17.46,often,2.8,89.46,1,2.0,none
S101212,2023,Computer Science,8,93.81,70.92,82.74,100.0,100.0,39,0.32,stable,21.49,36.69,very_often,3.29,100.0,1,3.0,none
S101213,2022,Economics,7,74.09,90.02,88.54,100.0,100.0,54,16.84,stable,6.68,57.55,never,3.58,89.84,1,1.0,none
S101214,2022,Education,8,87.38,64.23,71.41,89.26,98.49,38,7.43,stable,10.89,62.71,rarely,2.83,82.06,1,5.0,system_issue
S101215,2023,Computer Science,2,85.44,85.1,65.55,98.71,100.0,36,16.12,stable,15.3,44.08,rarely,2.55,86.23,1,1.0,none
S101216,2022,Psychology,6,69.93,64.29,54.77,100.0,99.48,43,2.09,stable,0.0,73.54,rarely,3.22,81.17,1,2.0,none
S101217,2023,Education,1,82.84,84.9,67.92,100.0,100.0,44,10.43,stable,6.35,28.59,sometimes,3.23,87.41,1,1.0,none
S101218,2023,Psychology,1,87.32,88.12,75.69,100.0,100.0,71,17.54,stable,12.55,5.61,often,3.11,92.0,1,1.0,self_report_missing
S101219,2021,Psychology,8,83.63,76.64,88.22,100.0,100.0,33,15.21,stable,0.0,53.96,sometimes,3.12,88.72,1,1.0,self_report_missing
S101220,2021,Psychology,2,66.01,90.64,79.15,100.0,99.06,54,10.23,stable,3.16,1.91,often,2.95,93.23,1,1.0,self_report_missing
S101221,2022,Computer Science,7,84.18,72.36,77.25,100.0,100.0,68,1.84,stable,17.71,21.41,sometimes,3.04,85.29,1,1.0,none
S101222,2024,Computer Science,4,87.52,80.69,80.56,100.0,100.0,46,4.69,stable,17.02,44.36,sometimes,2.92,89.15,1,5.0,none
S101223,2023,Computer Science,3,100.0,95.46,81.52,100.0,100.0,60,17.24,stable,12.62,33.16,often,3.48,96.09,1,1.0,none
S101224,2021,Education,1,81.5,96.46,70.41,97.69,100.0,56,9.14,stable,16.18,31.56,often,4.0,92.7,1,3.0,none
S101225,2024,Computer Science,6,77.96,74.0,66.37,100.0,99.35,58,10.76,stable,11.51,13.75,sometimes,3.08,80.32,1,2.0,none
S101226,2022,Computer Science,6,79.94,83.4,59.8,90.57,89.99,49,12.16,stable,13.89,34.81,very_often,3.0,83.41,1,2.0,none
S101227,2022,Education,4,84.89,70.8,65.35,100.0,100.0,37,5.51,stable,7.79,53.07,sometimes,3.12,83.18,1,2.0,none
S101228,2024,Computer Science,7,81.22,98.04,68.94,100.0,100.0,62,12.97,stable,10.81,35.36,rarely,2.7,86.73,1,1.0,none
S101229,2021,Economics,3,90.77,83.91,79.99,100.0,97.72,32,9.67,stable,5.57,20.06,sometimes,3.34,89.53,1,2.0,none
S101230,2022,Economics,5,69.42,87.99,73.27,94.92,99.19,62,11.81,unstable,18.84,12.54,often,3.2,87.75,1,0.0,none
S101231,2023,Education,3,85.48,80.25,67.18,100.0,100.0,46,7.75,stable,20.65,20.43,sometimes,2.81,86.25,1,2.0,none
S101232,2021,Economics,5,73.26,75.09,74.88,100.0,100.0,45,3.35,limited,19.66,42.06,often,3.41,87.29,1,1.0,none
S101233,2023,Education,2,80.4,82.74,68.25,100.0,100.0,46,9.51,stable,7.14,41.18,sometimes,3.01,84.72,1,2.0,none
S101234,2022,Education,4,97.1,94.53,77.02,100.0,91.88,74,14.62,stable,3.32,20.59,sometimes,2.56,91.48,1,2.0,none
S101235,2021,Education,5,70.47,83.89,64.77,89.91,87.96,56,12.26,stable,18.94,0.0,often,3.16,78.93,1,3.0,none
S101236,2022,Public Health,5,79.57,82.85,81.86,96.06,100.0,49,11.03,stable,13.81,42.56,sometimes,3.11,89.24,1,2.0,none
S101237,2022,Psychology,4,72.56,90.05,76.9,97.52,100.0,52,15.06,stable,12.3,18.84,sometimes,3.43,89.96,1,2.0,none
S101238,2021,Psychology,6,81.8,96.89,81.6,100.0,100.0,51,10.64,limited,5.56,47.4,rarely,3.37,89.53,1,1.0,none
S101239,2021,Psychology,5,92.8,83.23,68.54,100.0,100.0,81,11.21,stable,12.98,21.39,sometimes,2.95,95.19,1,1.0,none
S101240,2024,Public Health,3,83.2,66.49,73.31,100.0,96.18,38,9.65,stable,2.4,17.22,sometimes,2.79,84.62,1,3.0,self_report_missing
S101241,2022,Economics,2,80.76,79.31,79.82,99.09,100.0,69,15.15,stable,14.44,37.76,rarely,3.0,88.71,1,2.0,none
S101242,2022,Public Health,6,94.54,81.16,65.23,100.0,98.78,61,11.74,stable,19.65,77.44,sometimes,3.16,90.18,1,2.0,none
S101243,2021,Psychology,8,82.59,73.54,82.59,100.0,100.0,67,7.78,limited,21.42,48.48,rarely,3.22,95.16,1,3.0,none
S101244,2022,Education,7,90.95,73.78,65.68,91.54,93.89,55,4.1,stable,14.96,37.45,rarely,3.14,87.48,1,1.0,none
S101245,2022,Economics,6,88.68,88.4,80.23,100.0,100.0,59,16.95,stable,0.33,41.46,sometimes,2.96,92.69,1,3.0,none
S101246,2023,Psychology,8,53.78,75.25,80.11,83.64,91.0,59,7.74,unstable,11.38,3.48,rarely,3.45,77.52,1,2.0,system_issue
S101247,2022,Computer Science,8,76.8,79.65,76.46,100.0,86.74,55,10.33,unstable,24.98,14.8,sometimes,2.7,81.02,1,1.0,none
S101248,2024,Public Health,5,78.72,99.16,76.32,100.0,99.69,71,22.27,stable,3.92,0.0,often,4.0,91.24,1,0.0,none
S101249,2024,Economics,1,74.51,92.5,75.27,100.0,100.0,72,14.84,stable,9.59,66.14,sometimes,3.34,89.92,1,2.0,none
S101250,2021,Public Health,6,89.1,86.52,84.13,96.72,98.2,61,17.66,limited,19.89,62.49,rarely,2.49,90.61,1,5.0,none
S101251,2021,Economics,5,78.5,85.61,66.72,91.53,100.0,46,8.43,stable,14.32,42.07,sometimes,3.08,87.6,1,4.0,none
S101252,2021,Psychology,3,100.0,98.56,81.58,100.0,100.0,51,,stable,27.36,37.43,rarely,3.35,99.95,1,2.0,none
S101253,2023,Economics,7,68.19,76.44,66.35,100.0,100.0,57,11.73,stable,4.87,7.07,sometimes,2.84,80.7,1,1.0,none
S101254,2021,Education,7,63.83,84.06,68.46,81.96,81.94,44,13.4,unstable,3.07,31.05,often,2.33,75.01,1,0.0,none
S101255,2024,Computer Science,3,82.02,90.23,63.91,93.87,100.0,57,19.61,unstable,18.57,67.26,sometimes,2.53,87.03,1,1.0,none
S101256,2023,Education,4,79.99,86.21,79.64,100.0,98.73,42,10.62,stable,1.63,37.37,sometimes,3.24,83.96,1,3.0,system_issue
S101257,2024,Psychology,2,80.8,80.97,63.26,91.82,78.09,59,11.4,stable,8.62,24.84,very_often,2.21,76.25,1,1.0,none
S101258,2023,Economics,2,78.32,71.66,65.79,99.65,86.75,41,7.17,stable,9.54,3.35,rarely,2.35,83.7,1,1.0,none
S101259,2024,Education,3,81.03,89.12,75.98,97.22,95.99,42,14.62,stable,17.25,59.85,often,3.24,88.76,1,1.0,none
S101260,2021,Education,3,74.95,76.36,74.05,100.0,90.07,38,8.33,limited,14.3,33.74,often,2.9,75.37,1,1.0,none
S101261,2022,Computer Science,3,83.28,80.6,74.1,90.07,100.0,51,15.55,stable,13.2,3.38,sometimes,2.69,82.07,1,1.0,none
S101262,2022,Education,2,87.82,62.14,80.65,100.0,100.0,42,4.0,stable,7.18,18.36,rarely,2.78,79.44,1,1.0,none
S101263,2024,Economics,4,91.67,78.3,79.63,100.0,100.0,59,12.99,limited,18.51,12.0,rarely,2.34,84.85,1,1.0,none
S101264,2023,Psychology,5,81.42,76.59,67.63,100.0,100.0,47,6.05,stable,38.18,32.63,very_often,3.22,83.1,1,4.0,none
S101265,2024,Psychology,3,72.27,87.16,79.39,100.0,84.41,59,14.1,limited,14.84,38.73,rarely,2.64,86.02,1,1.0,none
